Text,Cluster
"Suggested the use of a flashlight while working in dim / darker areas while placing hands inside boom, engine bay and under unit while inspecting the chassis.",29
"Observed employees were in possession of a Type 1 step ladder rated for 250 pounds. Advised employees that standard practice in heavy construction is to use Type 1A ( or greater ) Industrial ladders which have a capacity greater than 300 pounds. Explained that ladder capacity includes the weight of the user, and any tools or materials that are also imposed on the ladder.",29
Signage for crossing under low hanging distribution was asked of by TCR to be installed. [NAME] contractor chose to ignore and not install signage. Before AG begins it will be mandatory that it be installed. No excuses!,29
"[NAME] rock removed from shoulder of roadway, and - laced back into driveway access into substation road. [NAME] something we all need to be looking for with bull rock tracked out onto paved roadway. Spot corrected.",29
"Some water leakage on the RO Skid areas, the work to be performed under this clearance will mitigate it.",29
"after the incident, the crew stopped for the day to discuss what went wrong and to get their minds straight",29
"LMA was going to hang primary guy. As he started to get close I stopped him and asked if he was going to be with MAD. [NAME] realized he was, stopped and changed into his class 2s",29
No stretching was conducted before entry into the drum. There was no negative effect from missing this activity.,29
"A Temporary Grounding Plan was not filled out, had a coaching moment with the crew about the importance of filling out the proper paper work and then had them fill out a plan.",29
THA did not elaborate on the actual hazard when using verbiage such as cuts and scapes strains and sprains need to put what the cut can come from and the strains and sprains.,29
I found one discrepancy with their confined space paperwork. They did not write on the form what their initial readings were when they checked the space before entry about 20 minutes earlier.,29
No lift plan available. Discussed the requirement with the crew. [NAME] agreed that a lift plan should have been completed.,29
One of the skids that was in the front of the trailer was more difficult to get to with the forklift so she stopped and got the electric pallet jack because she felt it would be safer to use it to get past the skid in the middle of the truck. It would have been a tight fit for a forklift and she didn't want to damage anything.,29
Had a discussion with crew about covering secondary neutral while making connections with secondary hot legs. There was a risk of getting the press head into the neutral.,29
Some PJB training had been given but the program was not complete for 3 employees that were qualified observers,29
"While removing portions of steel towers, there was no real barricade around the fall zone for these large steel pieces.",29
"CREW MEMBERS NOT STAYING COVERED IN CLOSE PROXIMATEY OF ONE ANOTHER, BUT DID MASK UP ANYTIME I WAS WITHIN 8FT.",29
[NAME] showed high emphasis for barricading. Other than a few open bin doors the crew was meeting the expectations,29
The crew was going to pickup rebar with a forklift. The where using a improper chain to try and lift the material with out using a shackle.,29
Fill in foreman did not check the section of the the foreperson acknowledgment. This should be reviewed and marked yes if the crew can perform the work safely.,29
Observed truck and skid steer drive over pulling ropes that were laid out on matted access roads. Discussed with crew the importance of ensuring pulling ropes are protected from damage. [NAME] was very responsive and were going to elevate ropes over access road to prevent a reoccurrence.,29
At highway 44 south trash is everywhere on the row spoke to supervisor. [NAME] be cleaned up by the end of the day.,29
"Several minor items around station yard, brought this to the supervisor on site and suggested they take some time to clean up the yard. [NAME] thanked me for bringing this up to him.",29
The crew has one sheet of a two sheet document. The supervisor told me that the he did not bring the second sheet to the site today. Asked if the second sheet had the SIF Icons required to be used on AEP Projects. [NAME] answered yes.,29
"I dont believe the crane basket was used properly. When the crane was extending up, the bottom of the basket was on top of the main boom sheave making it very difficult to tie off to the crane instead of the basket. This was addressed with the crew and good conversation was had. [NAME] to follow..",29
Contractor had a nose bag hanging from his basket. The bag got caught on something and fell off its hook appropriately 20.,29
Grounding mats were placed with gaps and inadequate room at structure 208. EPZ was too short to eliminate step touch potential at structure 226. Employees were tasked to cut out swivels and socks from groove. This task took place outside of the EPZ by paying the conductor out of the v - groove. No rolling ground at structure 226 for pulling out old conductor. Putter barricade not in place at receiving end of pull at structure 226. Had to discuss multiple bonding and barricading issues with EPZ at both ends with NH crew,29
"Explained to [NAME] as he was driving my vehicle and we were going 43mph in a 40mph zone, that we are to follow posted speed limits as hard as that may be in some instances. It is policy & with the Geo tracker we will be able to identify all speed violations.",29
Taking a few extra seconds allowing on - coming traffic time to pass before pulling out was discussed. Note of not knowing what the ' other person ' will do vs speeding up was acknowledged.,29
"[NAME] & work went to the normally open point to isolated UG primary cable to leaking pad mounted XFMR, yet found existing cable to be ' bad order', therefore they work XFMR replacement on a 'dead line ' outaging customers.",29
"This is an item that can be performed while approaching the vehicle. I missed this before being a trainer and it was brought to my attention, thank you. Employee was just focusing on starting the circle for safety after they arrived at the vehicle, I brought it to there attention that this can be done well in advance to reaching the vehicle.",29
"Flagging looked great, there was a diagram of where folks should be and due to flagging they were not in the places the drawing said they would be",29
We did have discussion about using a link stick while attaching energized conductors to jib / winch line. They didnt have a link stick but made a suitable substitute with an insulator.,29
Vault covers designed for vehicle traffic not adequate. Several covers badly dented and damaged. Cones placed around damaged covers. Follow - up email to be sent to address issue.,29
[NAME] members failed to create a visual for the 360 fell zone. [NAME] stated that all crew members were beyond the 1 - 1 / 2 times during the felling process. Discussed with all members about visual aids for maintaining safe distances.,29
Chipper chains not crossed but GF stated that not recommended for the model. I asked for supporting info if this is the case. [NAME] crossed chains.,29
"Live line tool ( hot stick ) was not stored properly, no protective sleeve and not in conduit. Contractor also did not have silicon wipes to clean there live line tools.",29
Bore pipe trailer chain hook missing latch. One trailer was missing one hook and chains didnt look to be the proper size.,29
[NAME] to the terrain the LS had to stand off to the side and in an awkward position while using the extendo stick.,29
Forgetting to up date theyre digging permit cause a delay with a scheduled digging to expose two pipelines that needed some repairs.,29
before driving the road tractor mechanic was reminded to take theyre time because this is an unfamiliar piece of equipment and to make sure they take time to get comfortable with it,29
"crew was working and noticed that crew remember to put glasses back on after a break, brothers keeper fixed this",29
Rubber Sleeve straps worn over the neck causing the sleeves to slide down off of the shoulders. One set of sleeves only had one rubber strap.,29
The chippers safety chain latch was missing on both sides and the safety pin was in but not latched.,29
Using a shovel instead of pry bar to remove concrete form. Potential for breaking shovel handle potentially resulting in personal injury.,29
"I asked the team of employees to use a mecanical devise to pull endbell inplace rather than pushing on load, This would avoid a overexcertion.",29
"One traffic arrow board had four corner lights flashing, instead of an Arrow. [NAME] said this was due to battery power being low due to no sunlight to power the Solar Panel.",29
Noted that the plating over the pit east of the old chemical building had 2 plates that had been moved and that there was a potential for partial open access to a confined space. I reported and advised and this is in process of being corrected.,29
"Noticed they had to leave some stumps high because of fencing grown into them. I had the crew place a cone near them because there was still much to be done in that work zone, and they could have fallen over them unintentionally.",29
[NAME] was not stretching in uniform and several folks were distracted. We stopped and regrouped and got everyone on the same page and stretch to ensure we were all getting the proper stretches to ensure we did what we could to prevent potential injuries,29
remind to check a mirror every 5 - 8 seconds. lights on for safety. Give proper timing when changing lanes,29
Empty water bottles accumulating on floor board of fencing sub - contractor's skid steer ( fence post removal ).,29
"Coached crews on use of icons and more specific details on THAs, all thanked me for suggestions and made adjustments immediately. All crews are showing consistent improvements in this area.",29
Opportunity for improvement for the new younger inexperience crew members that are being coached by the NE Supervisor,29
QO did not record the critical task at the time they were preformed and good 3 way communication was not observed when performing these steps,29
Material was transferred from the old [NAME] [NAME] and we had a meeting to discuss reorganizing the back bays.,29
"I had a conversation with a member of the crew about wearing [NAME] cleats, because of the weather conditions",29
"truck has no ac, heater will not shut off, and heat / fumes entering the cab as shifter boot not securely installed.",29
"[NAME] with [NAME], I noticed a few things that were not secured, We discussed them and he secured them before the trip back to the office.",29
"Equipment type used is a reach skytrak forklift and there isn't a back - up alarm, blue proximity light, or strobe light on the unit.",29
This crew did not make a plan when their VAMS would not pull up. They knew the week before they were having problems. They left the lot without rebooting VAMS. There was a loss of production because of this.,29
Contractor was observed operating a lull forktruck loading wall panels without wearing his seatbelt.,29
they were using multiple hoses connected together and did not have any pins in the connections to prevent the hoses from coming apart.,29
"Things that may seem like nit picking to some ( workers ), need to be made aware of the issues spotted from the outside to help prevent a bigger issue down the road.",29
Ironworkers working on conveyer catwalk welding from lift dropping fire on fuel tank of the welder and into dumpster that has cardboard in it. Stopped employees. Had them move Welder and dumpster. Recommended using fire blanket to limit fire falling. Contacted DPC safety over the event.,29
"disscussed the opportunity to expand their barricaded work zone through the use of all cones. Stressed concern for foreman, regarding his well being and the possibility of needing to stay home to recover from alergies and / or flu like symptons.",29
"[NAME] was going to walk through a freshly plowed field, until a flat path was brought to the foreman's attention.",29
The crew had installed temporary mechanical jumpers at a junction pole. They tied the slack up by taping the middle of the mechanical jumper to the dead - end insulator extensions which are between the crossarm and the insulators. I recommended they secure the slack of the jumpers to the energized shoe or conductor instead of tying an energized jumper to de - energized hardware. They agreed to move the securement to an energized section.,29
arrow board need adjustment upon approach was not facing toward vehicles properly A few more cranks it corrected the issue,29
Observed missing pin from auger strap holder. Recommended crew have garage replace the part ASAP to prevent damage and wear to the auger strap.,29
"One of the [NAME] members was witnessed talking on his Cell Phone while driving / operating the Forklift. This was pointed out to the LCS, who was going to provide coaching on this behavior.",29
"Water accumulation in trench, pumps are in place and water will be removed prior to work. Cres aware of pump hoses.",29
Both employees were instructed they may want to determine the expiration dates and reseal the units. I had seals if needed. They may also want to check or inspect monthly at the monthly safety meetings.,29
"Future security conduits were torn out by the excavation. Instead of asking what the conduits were for, they were dig out since they did not contain any items inside.",29
"These items were not addressed. JB developed only in Spanish but discernible by CUF. Language barrier inhibited discussion of heat related issues on the jobsite. Translation app deployed, but comprehension by dialog using parties still inhibited.",29
Improve communication and visual management but tagging breakers that were to be left in the off position while investigating water leak issue.,29
"Passenger front tire was missing a lugnut, crew stated that their fleet was aware but had not fixed.",29
This individual had a beard while wearing respiratory protection. Going against manufacturers recommendation and also not securing a tight seal with his respirator.,29
Observed the forklift inspection checklist hadn't had up to date inspections performed prior to persons operating equipment. I communicated to the stores attendant and he stated that persons know they need to fill it out and it would be re - communicated.,29
Transformer sling ratings were not completely readable. Sling was in good condition just the tag was partially obscured. [NAME] going to take out of service and replace.,29
"Employees loading truck, reminder to use special ladder to access trailer. Reminder to use chocks on items that may roll.",29
The excavator was left running while unattended. [NAME] members showed back up to the site and are preparing to move equipment to a lay down yard.,29
One of the Meter Electrician Supervisors shared his own personal beliefs and thoughts around possible terminations and work force reductions. I called the supervisor and shared the importance of not pushing personal beliefs on the group. This can affect the group negatively and does not drive a zero harm culture.,29
The crew apparently briefed with the business partner crew that was working in the general vicinity. The business partners moved to a new location. This changed the crew compliment for the AEP crew that remained. They did not have a briefing.,29
"Observed the contractor subcontractor with an extension cord next the generator without an equipment grounding conductor, two prong vs three prong.",29
Observed the use of unapproved plastic fuel can onsite. Only approved containers shall be used for storage and handling of flammable and combustible liquids. OSHA 29 CFR 1926. 152 ( a ),29
Employees were observed operating the UTV without a helmet. Please following the manufacturer's recommendations and wear a helmet.,29
[NAME] member observed standing on platform rail edge elevating him 6 inches from platform. Explained to employed that this in not allowed and to keep feet on platform,29
While I was watching employee I was able to jump in and help hold fan in place to remove and install bolting. Going forward this will be a 2 person task and we are looking for a mechanical devise to assist with Removal and replacement.,29
"[NAME] - up of Safety Data Sheet for Acetylene, thinking that the NFPA placard at the cylinder storage bay was incorrect. And noticed it was incorrect labeling. Also, the outdated MSDS from 1984 in AEP system is outdated, the company had switched ownership, etc. The new SDS is a 16 section format and the system needs updated.",29
"No self observations are performed. The union rep told them they are to perform this task at least an hour prior to work so they would have to be paid OT for this task. Additionally, if they do it one day they have to do it every day and the company would have to pay the OT for completing this task on days they do not work.",29
The task of loading and transporting timber mats with an articulating truck is not outlined in the project WSHP.,29
"The sky [NAME] unit was idling in front of a home with the door open and the crew was 150 feet away. We requested that they not leave the unit idling and unattended, especially in front a home where a customer would have easy access to it. They turned the off and locked the door.",29
"Sweeping motion of using weed eater, easy to twist, some using arms to swing, others using legs and hips. [NAME] from observation seems like using hips / legs to sweep would be less strain.",29
Observed crews lifting rebar cage by hooking sling directly to the fork on the forklift. Spoke with [NAME] from [NAME] & McDonald about this concern and immediately stopped operations and trained crew on attaching rigging to a propper lifting point.,29
Details on when to take breaks on JHA when between 90 degrees and 105 degrees or hotter. Because I do not know if it was mentioned except briefly.,29
A crew member was observed running and walking over spoil piles not choosing the safest walk path available during the task. We all had a discussion about not getting excited and walking not running while on site performing work.,29
"22 travelers neoprene liner worn causing direct steel - on - steel contact with conductor during wire stringing operations. Shared with Supervisor observation during inspection, and removed from service.",29
Sleeve chest strap not worn per manufacturers recommendations. This was discussed with the individual.,29
Observed [NAME] Member Throw A Shovel To Another [NAME] Member While Preparing The Pour And [NAME] Concrete.,29
crew used option 2 method two and did not lay out the phases when they set the pole. just let them know that they need to use option2 method one unless the phases cannot be laid out or the situation presents that method two would be a safer route.,29
"A lot of debris laying around from transformer parts, they finished a small project and then started housekeeping clean up, before they continued with their big project.",29
Winders discussed when installing coils their feet could be under the coils. Situational awareness of the feet,29
Rags and zip - ties under worker. Contractor was made aware of housekeeping and said that he would perform clean up after the ties were made.,29
"Did not see any mention of working inside station, would like to see something about substation safety",29
"Under Comprehensive [NAME] Training in SIP, junior level journeymen are not currently leading PJB discussions nor are they involved in weekly project planning meetings with [NAME] management.",29
[NAME] create condition report to have the heavy piece of grating either modified to add an access door or changed out with something lighter / easier to lift for future access.,29
THE SAFETY BAG AND INDIAN WATER EXTINGUISHER WAS IN THE CHIPPER AND NOT OFF OF THE TRUCK. AFTER ABOUT 10 MINUTES THE FOREMAN HAD ONE OF THE HANDS GET THE SAFETY BAG AND WATER TANK OFF.,29
[NAME] attempted to backup without having me guide him. I immediately stopped him and told him to let me out to guide him. We had a discussion about using backers and he admitted he should have but said he typically drives alone so it was just a habit to go ahead and back.,29
When the crew was chipping before the safety rep. arrived the crew had some of the new EE's running brush into the chipper from the street side. This was addressed and corrected on site.,29
"Safety chains too long on chipper, had them wrapped around the tongue of the trailer to keep them from dragging in a manner that would render them not effective.",29
Control house was extremely dusty on relays and flooring. Had a discussion on possible equipment damage that may happen if not addressed. [NAME] agreed that it would be addressed and kept up daily.,29
One pallet had to be lifted from the side instead of the front. The pallets were 4 way pallets so this made it possible. When travelling we noticed the pallet rocking back and forth on the forks. We stopped the operation and talked about what needed to be done to safely move this pallet. We re - positioned the forklift making sure the pallet was against the backrest and it rode much more stable and safer.,29
"The back page of the THA was blank, that page lists emergency information, voltage, equipment inspections and designated operator and spotters. I brought it to the [NAME] [NAME] Safety person attention and he got with he foreman and had it completed and returned to me for review.",29
"[NAME] had marked that a documented planning meeting was necessary on their PJB, but had not completed one.",29
"Outstanding job with Spotters being placed for traffic controls, and moving equipment. Observer identified concrete drivers are not always willing to wait and follow directions from spotters. When taking place individual discussions with concrete drivers need to take place. Stressing site requiem to to spotter importance and if they choose not to participate - potential removal from site needs to be referenced in discussion with concrete dispatch on their drivers.",29
"Slips, trips, and falls were documented, some descriptions were present but there was no elaboration due to iPad constraints",29
None of the checked items were present. They were blocking 1 lane with 3 pieces of equipment around a turn. [NAME] attached picture.,29
"Advised supervisor of trackout onto highway needing attention / clean up. Supervisor quickly dispatched crew to take care of it. [NAME] rock previously delivered to site to be spread at entrance to help mitigate future issues, thank you.",29
"Conducting a walk - around inspection of staged material and loader forks caught my attention. Discussion upon crew return to address bent stock bars on 624 Deere Wheel Loader. Apparent overloading, or use not in a manner to prevent stock bars from permanent deformation.",29
[NAME] line construction has called in locates but they are not being marked in field. I sent email to engineer and contractor to see what the disconnect is so we can safely place anchors.,29
There would be a lot of walking on uneven surfaces during the site visit and we need to be aware of these conditions,29
[NAME] trailer locks were unsecured. Addressed issue with crew and LCS to review with entire garage upon return to the garage.,29
There was material left on site from another department they were getting a trash recap to dispose of this material. This is a very small site.,29
Remark from person was not sure. After discussion the Live Line Tool was marked. [NAME] stated they would share the information with their team.,29
"The issues with the ball mill were found to be operational in nature. If we follow good procedures, we're less likely to have to investigate issues like this in the future.",29
The work site around the new transformer still had open ditches as cables were still being pulled. [NAME] [NAME] addressed this with the TCR and they will be filled and leveled before transformer work begins.,29
Advised contractor to consider using a tag like when moving trench boxes across the site with an excavator.,29
Scope of work was to install URD conduit in an existing residential neighborhood in order to re - conductor the primary electrical system. I noticed there were no markings were present to identify the easements. [NAME] was given instructions to stay within five feet of the existing primary. The method allows for the potential to install new conductor out of easement. following up with contract support.,29
They were using a man lift to install the insulation and were tied off properlyThey were using a man lift to install the insulation and were tied off properly,29
During site observation I observed no guard structures being used when wire was being pulled over railroad.,29
did not have corerect dolly for removing large stumps to the street for grapple to pick up. G. F. was called to bring one,29
"Two [NAME] Member Currently On Site Have Not Completed The Minimum OSHA 10 Requirement, The Two [NAME] Members [NAME] Have Been On Site 14 [NAME] on The 12th of [NAME], 2023",29
"Its important to have the proper tools and or man power to make heavy lifts. Planning, knowing how heavy equipment is and having the proper tools or man power can pave the way to zero harm. Thank you",29
[NAME] create condition report to have the heavy piece of grating either modified to add an access door or changed out with something lighter / easier to lift for future access.,29
"Flashback arrestors lacking on gauges for Oxy / Acetylene. Discussed with Safety rep to outfit cutting setup to include, and acknowledged purchase and installation.",29
"Observed benching of the trench was out of compliance with OSHA standards. Two vertical side walls exceeded five feet in depth and the bench height / depth ratio was out of compliance ( see photo ). Reviewed OSHA standards with foreman and corrective action was immediately implemented. [NAME] was very responsive and submitted a photo of corrected trench for verification ( see photo ). No documented daily inspection of trench requiring entry and protective systems. Advised foreman that a documented inspection is required when employee exposure can be reasonably anticipated. Recommended crew utilize WSHP Addendum E Civil Excavation Checklist to document inspection. Refer to OSHA 1926. 651 ( k ) ( 1 ) - [NAME] inspections of excavations, the adjacent areas, and protective systems shall be made by a competent person for evidence of a situation that could result in possible cave - ins, indications of failure of protective systems, hazardous atmospheres, or other hazardous conditions. An inspection shall be conducted by the competent person prior to the start of work and as needed throughout the shift. Inspections shall also be made after every rainstorm or other hazard increasing occurrence. These inspections are only required when employee exposure can be reasonably anticipated.",29
"Observed that a flammable cylinder was unsecured in the cylinder area at the back of the warehouse. Communicated, advised, and shared findings.",29
Nate needed to organize the new climbing equipment he recieved from last visit. Fixed while on site.,29
"LUKE DANDRIDGE HAD ON WATER BOOTS THAT DID NOT HAVE A SAFETY TOE NOR HAD A DEFINED HEEL. I SPOKE WITH HIM AND HIS FOREMAN, CODY GREMILLION AND THIS WILL BE TAKEN CARE OF.",29
"Bin door was open when crew member started to raise outrigger and could have damaged door, but they were stopped and the door in question was shut. The crew had discussion about keep bin doors closed when not retriving tools and equipment.",29
"3 manual crews working together unable to determine who left behind, small amount of trash left from opening new ropes and equipment, GF addressed with all crews on site immediately.",29
"[NAME] did not circle for safety before taking off to switch outage back in. I coached them about the importance, especially in tight areas and neghborhoods.",29
[NAME] has some clutter under and around his desk. I suggested he use nearby storage as overflow to clear up some of the clutter.,29
"While moving spoils into pit surrounded by silt fence I noticed a T - post missing an impalement cap, I pointed it out to [NAME]",29
There was a lot of wasted time. Was working with other crews and did not do much work. did not realize even after explanation that they needed to separate from the other crews because they were no longer needed in the operation.,29
"[NAME] was working around a lot of debris. I suggested they remove it before proceeding. They agreed, complied, and continued working.",29
Shackle holding the man basket was did not have a locking pin. Asked crane company to wire the pin on the shackle to keep it from coming out.,29
"Reminded crew of filling out hot work permit while cutting culverts with stihl saw causing sparks from rebar, and have fire extinguisher to prevent fires",29
Portable Storage fuel tank behind grey conex. Ensure spill kit is near by for fueling. Also will need to ensure fire extinguisher is easily found in an emergency. A small 10Ib extinguisher was noticed approx 20 away on the ground. Did take a few seconds to spot. Would recommend to remove other chemicals and gas can away from fueling area,29
A tag line was a simple way to keep someone out of harm's way. Several crew members said this when I asked what could have been done. No one spoke up when the cage was being lowered.,29
[NAME] pulled into driveway with poor sight distances when exiting. Better to have backed into with better sight distances both directions.,29
"While waiting to go into the DICM, I noticed an open Plastibeton Trenwa cover that could have resulted in someone stepping into it or falling because of it. I immediately worked with [NAME] [NAME] to have it barricaded with yellow caution tape so that everyone would observe the barricade and draw attention to the open Trenwa.",29
It was noted that the [NAME] Unit 1 Feed Pump suction valves requires team members to climb on the pump itself in order to open / close the valve. The manual suction valves will be replaced with M. O. V. controlled suction valves. This will eliminate the need to climb on equipment and will also remove the potential overexertion from reaching to operate the valves manually.,29
No safety oversight for project with over 20 employees on site we have communicated with Geoff [NAME] about situation,29
Newest crew member did not have NELO safety orientation manual on hand. [NAME] member acknowledged that he had not completed NELO within the first 15 days of employment per the objective. Herbicide spill in truck bin saturating crews LCQS books. [NAME] needs to find away of properly storing herbicide to avoid spill.,29
"Allowing other things to distract him while driving. Cell phone, Smoking, not paying attention to road and letting eyes wonder.",29
Reminded crews to wear facial coverings while all 3 sitting in vehicle to cool off during their break.,29
"The manager ( DSS ) and a couple of Line Mechanics were helping at the [NAME] Substation when they had to leave to check on Intelliruptors in Presidio. The DSS backed down at least 40 feet from the entrance without a backer and with two other employees onboard his truck down a dirt ramp before backing to a point he could back off the ramp and turn around. I later visited with the DSS and the employees to discuss having a backer when there are multiple people in the vehicle and in doing so, I was met with some resistance by the manager. I mentioned when there are two or more people in the vehicle, at least one should get out and act as a backer to help prevent having an incident, the DSS then proceeded to say he didn't need a backer because he was using his back up camera to guide him. I then followed up by saying it doesn't matter if he has a backup camera, a backer is still needed. After I made this comment, the manager then told me he didn't need a backer because he could use the truck's side mirrors to back up. I then proceeded to tell the DSS the purpose of the backer is to be your brother's keeper and to keep each other safe from incident. The manager than stayed quiet and didn't have a return comment.",29
"Vehicle left with windows down and keys in ignition, discussed with crew and let them know the is not acceptable.",29
"No crew on site, just a remote gate guard. [NAME] practice would be to have at least two people on site in the event of sudden illness and only one present.",29
Flaggers did not have class e trouser or gaiters - I coached the flaggers and they agreed to have them next time,29
"I noticed they had several containers of resins and hardeners outside their trailer laying on the ground. I asked the down tower person why the containers were out of the usual containment tub in their trailer and he said they were in the middle of re - organizing their trailer. That would normally make sense to me, but it did not in this case because the work crew was up in the air on their platform working on a blade and the down tower person was in his truck observing the work crew and completing paperwork. Nobody was doing anything with the trailer. I had the down tower technician place all the containers back in their containment storage in their trailer. I said I understood the material being out of containment if it was actively being sorted, but nobody was around the trailer now and those containers should not be left out of containment on the ground when someone isnt using or moving them at that moment in order to prevent any chance of inadvertent chance of a spill. When chemicals aren't being used ( or actively moved / inventoried ) they should be in contained storage.",29
"Equipment inspection not documented if performed. Operators shall perform and document daily inspections. Inspections shall include all safety and operational features per manufacturers safe operating manual or guidance. Article 10. 5. 1, AEP Energy Delivery 2024 Contractor Safety Handbook",29
I noticed the Qualus team didn't park in a manner that would prevent having to back when the opportunity was available.,29
The task ergonomics could have been improved by using a shorter anchor for shallower water. This was identified and discussed for future work.,29
"2 fire extinguishers, one in safety bag and one in truck were not checked for the month and the one in the safety bag was not sealed appropriately..",29
Employees caught climbing on top of unsecured load and standing on the opposite side of the loaded trailer being unloaded,29
"Openings in the fence were left without significant security during the time contractor crews were taking lunch. There were 2 significant openings in the fence at the time and, while crews remained on site, the views from the contractors' vehicles did not provide sufficient views of the openings to limit access to unwanted guests.",29
A clearance modification was discussed during the meeting and i went with the EO's and it went as planned.,29
The crew answered to never step on the top rungs. I informed them of the exception in the safety manual and gave them some examples of that scenario.,29
"Hydration monitor role was assigned, but not on JB. The hydration monitoring tool was created in the morning and updated once at 8: 00am. The observation was performed at 12: 40 PM, thus the tool was useless and ineffective.",29
"Hot gloves had inspection date. Underneath a Inspections stamp on all the hog gloves, they had it stenciled in with a white marker, a separate date. Riely with SMG called their safety, rep to explain to them not to stencil and with white marker anymore. It needed to be an official stamp.",29
Boxes from AMI equipment accumulating ( neatly stacked ) need a larger dumpster for the extra load. Spoke to Manager about getting issue resolved.,29
THERE WERE A FEW STEPS THAT HAD TO BE REDONE DUE TO THE FOREMAN NOT BEING CLEAR ON THE PROCESS OF WHAT HE WANTED THE CREW TO DO.,29
Discussed with employees the need to wear proper eye and dust mask while performing work in a very dust environment,29
Apprentice didn't have straps on his sleeves and was about to use them. Had a discussion and he got some.,29
When the operator was lowering down the catalyst basket with the overhead crane another boilermaker was observed getting in the line of fire from the overhead lift.,29
[NAME] parked in field only had one sign placed at entrance to the field. Spoke with crew foreman and he immediately placed out 2nd sign,29
"Spoils in some areas of the excavation were on the edge of the excavation, and should be pushed back at minimum 2 feet.",29
Another flagging crew was needed do to a intersection. AWP supervisor was notified and this was corrected.,29
The guys made sure they had heating jackets and gloves on when heating the rings for removal and used 2x4's to move the rings around for removing.,29
Talked with contractor that's building the new new network service center in Grandview. The building will encroach the overhead 3 phase line. All work needs stopped until the line can be deenergized.,29
Observed Tire On Sub - Contractors [NAME] Trailer The Need To Be Replaced [NAME] To Extreme [NAME] Tire Was Almost [NAME] ( No Tread ),29
Truck placed in LOF if existing structure failed with new stresses hoisting conductor. Existing structures only tested on one side of the span. The other side was not tested.,29
"to make sure you are looking at the path you are walking.. making sure you there are no potholes, ankle buster rocks, or nails that could go through you soles.",29
"Instead of asking more questions and ensuring all information was gathered, chose to just use time accounting info that wasn't directly related to the job. This created some additional steps, but thankfully the only consequence in this case was an opportunity to discuss, educate, and set expectations for the future.",29
[NAME] did not have a cant hook and were observed utilizing a polar limb to pry and try to roll logs out of pathway.,29
Inadequate guarding with orange barrier fencing. Secured better to ensure no access to open excavations.,29
Stopped one worker that decided to walk down a muddy levy bank with a shovel rather than walking around the road.,29
"Information for critical steps, error traps, consequences, and layers of protection need to be documented.",29
"Foremen was aware that we have other groups coming though today. This is not a housekeeping issue, but an awareness issue. We had a lot of people on site that do not get out to jobsites very often. The foreman was aware to keep us back from the work and drop zone. The risks is making sure that the other groups are safe, also. We as AEP need to plan these visits better and to be less of a distraction.",29
Groundman walked almost under a suspended large log to take a wrap out of porta wrap. [NAME] took 2 wraps out instead of one and the other groundman could barely maintain the workline. The groundman put himself in extreme line of fire which could have easily been avoided,29
1. [NAME] member using short branch to try and push small vined up brush pile past skirt on chipper. [NAME] member did not break the skirt but was very close. 2. Stopped crew and had a small talk on whether or not we need to risk getting hands that close to the skirt if we have more brush to chip at the job site. The larger and longer brush left to chip will pull that smaller stuff into the chipper as they place it into the chipper.,29
"Employees involved with the turning gear PTTO scheduled for the day, will discuss the RSO rotating equipment procedure, including placement of the flashings lights",29
The preforms and rods are 4 - 6 inches longer than the pouch the crew uses to hold them in the bucket. This would definitely become a an impalement hazard of concern especially if bucket failed. These items come on variable lengths. I just noticed today while lineman was stuffing them down into pouch theres a few inches with sharp edges peeking out the top.,29
"WSHP has not been completed providing Subcontractor contact information, roster, policies / procedures and task plans for scope of work. This was a topic addressed on the Wister Above and Below Grade Pre - Bid Meeting on [NAME] 25th, as well as the subsequent Pre - Construction Meeting held on [NAME] 3rd.",29
Employees using man lift do not use spotters while operating in between structures. Been warn serval times and they keep doing it,29
While on site I noticed the concrete riser rings for manholes were hauled in multiple tiers but with only 1 strap per tier,29
"While drill bit was tilted down and moving into position. A crew member was positioned under the swing. After speaking with the foreman about the observation, he had a quick meeting with the crew on staying from under the equipment.",29
Some minor issues in the equipment room could be addressed such as metal shavings and floor oil / grease.,29
Potential inhalation hazard. Observed VI employee using heat gun to mold poly - vinyl transformer lining sections whereby generating noticeable dark fumes. Wind direction at time of observation provided adequate ventilation and prevented direct exposure to employees. Advised transformer containment specialist overseeing work and requested that crews review the safety date sheet to ensure all necessary controls are in place to prevent exposure.,29
"Upon arrival at structure crew were involved in task of tower modifications, this tower has a cell tower on top. After conversations, it wasnt clear if all hazards had been identified. After talking to TCR, [NAME], and cell tower owner, it was determined that it is safe if performed properly, we discovered that, as long as workers werent above the base, and had a RF monitor to verify there was no exposure to workers.",29
[NAME] cleats werent worn initially by all crew members. Stopped work and coached employees about wearing their ice cleats in icy conditions for protection against slip trips and falls,29
Backhoe was in use with a broken windshield. Could potentially limit visibility. The foreman said a new windshield was on order.,29
"Checked and replaced any cords that were frayed - - - Also, checked and made sure all Fire Hydrants were not blocked so they are accessible if needed",29
Reminded employees with prescription eyewear the need for side shields and spoke with CM who addressed the concern.,29
Warning and signaling operational but strobes not on on side road - coached on need to have signaling on,29
Subcontractor utilized generator outlet without GFCI. Addressed issue with them and worked with Bison supervisor to allow them to borrow one when needed.,29
